Y/M/D,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2021-06-22,Iran,Poland,0,3,20,20,16,-,-,25,25,25,-,-,11,10,0,1,-,10,5,8,23,0,7,2,9,1,6,13,20,2,1,18,21,7,2,12,4,0,20,24
2021-06-22,Iran,Poland,0,3,20,20,16,-,-,25,25,25,-,-,8,5,2,1,-,5,7,15,27,2,3,4,9,1,5,11,17,4,3,15,22,13,1,14,3,2,25,30
2021-06-22,Poland,Iran,3,0,25,25,25,-,-,20,20,16,-,-,17,11,4,2,-,11,5,10,26,4,6,9,19,2,1,21,24,8,1,8,17,11,2,14,7,0,20,27
2021-06-22,Poland,Iran,3,0,25,25,25,-,-,20,20,16,-,-,17,13,3,1,-,13,4,6,23,3,8,4,15,1,4,20,25,3,1,10,14,10,1,13,7,0,15,22
2021-06-22,Poland,Iran,3,0,25,25,25,-,-,20,20,16,-,-,14,7,4,3,-,7,6,6,19,4,3,10,17,3,2,19,24,2,1,9,12,8,1,11,4,1,14,19
2021-06-22,Japan,Slovenia,0,3,16,16,26,-,-,25,25,28,-,-,13,13,0,0,-,13,7,6,26,0,3,2,5,0,3,13,16,8,2,14,24,5,5,10,5,0,20,25
2021-06-22,Japan,Slovenia,0,3,16,16,26,-,-,25,25,28,-,-,10,9,1,0,-,9,3,6,18,1,4,0,5,0,2,15,17,5,2,11,18,2,4,6,4,1,14,19
2021-06-22,Japan,Slovenia,0,3,16,16,26,-,-,25,25,28,-,-,21,16,3,2,-,16,9,19,44,3,5,2,10,2,2,22,26,11,1,14,26,14,5,19,11,1,34,46
2021-06-22,Slovenia,Japan,3,0,25,25,28,-,-,16,16,26,-,-,17,13,2,2,-,13,2,6,21,2,4,1,7,2,1,22,25,3,0,10,13,6,3,9,7,0,13,20
2021-06-22,Slovenia,Japan,3,0,25,25,28,-,-,16,16,26,-,-,22,17,3,2,-,17,1,5,23,3,3,1,7,2,6,16,24,7,0,8,15,5,3,8,9,0,13,22
2021-06-22,Slovenia,Japan,3,0,25,25,28,-,-,16,16,26,-,-,21,15,5,1,-,15,5,16,36,5,6,2,13,1,2,25,28,5,2,17,24,10,3,13,6,1,29,36
2021-06-22,Argentina,France,0,3,24,21,22,-,-,26,25,25,-,-,17,14,3,0,-,14,4,10,28,3,3,3,9,0,8,17,25,3,3,17,23,11,3,14,7,1,22,30
2021-06-22,Argentina,France,0,3,24,21,22,-,-,26,25,25,-,-,12,10,2,0,-,10,4,7,21,2,8,5,15,0,4,17,21,6,2,11,19,6,2,11,9,0,13,22
2021-06-22,Argentina,France,0,3,24,21,22,-,-,26,25,25,-,-,15,13,2,0,-,13,4,9,26,2,5,1,8,0,4,19,23,3,1,15,19,9,3,14,9,0,16,25
2021-06-22,France,Argentina,3,0,26,25,25,-,-,24,21,22,-,-,15,10,2,3,-,10,7,8,25,2,6,3,11,3,2,20,25,5,0,12,17,9,7,16,5,1,19,25
2021-06-22,France,Argentina,3,0,26,25,25,-,-,24,21,22,-,-,20,15,3,2,-,15,4,10,29,3,3,2,8,2,6,17,25,6,0,11,17,14,3,17,11,1,18,30
2021-06-22,France,Argentina,3,0,26,25,25,-,-,24,21,22,-,-,20,16,3,1,-,16,4,9,29,3,3,4,10,1,5,18,24,4,0,15,19,10,1,13,8,0,17,25
2021-06-22,Brazil,Germany,3,0,25,25,25,-,-,21,21,23,-,-,18,14,3,1,-,14,4,10,28,3,4,2,9,1,7,16,24,8,1,7,16,9,1,10,10,0,17,27
2021-06-22,Brazil,Germany,3,0,25,25,25,-,-,21,21,23,-,-,16,14,1,1,-,14,3,10,27,1,4,1,6,1,4,20,25,4,2,9,15,12,2,14,5,0,19,24
2021-06-22,Brazil,Germany,3,0,25,25,25,-,-,21,21,23,-,-,17,15,1,1,-,15,4,15,34,1,6,1,8,1,5,18,24,12,0,7,19,12,4,16,9,0,25,34
2021-06-22,Germany,Brazil,0,3,21,21,23,-,-,25,25,25,-,-,12,9,2,1,-,9,3,13,25,2,6,1,9,1,6,15,22,7,1,9,17,6,4,10,2,0,23,25
2021-06-22,Germany,Brazil,0,3,21,21,23,-,-,25,25,25,-,-,15,12,1,2,-,12,3,9,24,1,6,2,9,2,6,13,21,7,1,13,21,2,3,7,4,0,20,24
2021-06-22,Germany,Brazil,0,3,21,21,23,-,-,25,25,25,-,-,15,13,2,0,-,13,4,13,30,2,4,3,9,0,5,19,24,6,1,12,19,8,5,13,5,0,26,31
2021-06-22,Italy,Russia,2,3,21,25,17,25,12,25,16,25,19,15,14,11,2,1,-,11,7,8,26,2,3,1,6,1,4,17,22,5,1,11,17,11,5,17,4,0,21,25
2021-06-22,Italy,Russia,2,3,21,25,17,25,12,25,16,25,19,15,20,13,5,2,-,13,3,8,24,5,4,4,13,2,3,19,24,3,0,12,15,9,2,11,6,0,17,23
2021-06-22,Italy,Russia,2,3,21,25,17,25,12,25,16,25,19,15,13,9,2,2,-,9,3,13,25,2,1,1,4,2,4,12,18,5,2,13,20,10,6,17,7,1,17,25
2021-06-22,Italy,Russia,2,3,21,25,17,25,12,25,16,25,19,15,18,15,1,2,-,15,6,4,25,1,3,3,7,2,2,20,24,4,1,13,18,9,1,10,4,1,21,26
2021-06-22,Italy,Russia,2,3,21,25,17,25,12,25,16,25,19,15,10,9,0,1,-,9,1,3,13,0,3,1,4,1,2,9,12,2,1,10,13,3,3,7,0,0,14,14
2021-06-22,Russia,Italy,3,2,25,16,25,19,15,21,25,17,25,12,16,13,2,1,-,13,2,7,22,2,5,5,12,1,7,16,24,6,1,11,18,6,1,8,10,0,12,22
2021-06-22,Russia,Italy,3,2,25,16,25,19,15,21,25,17,25,12,11,10,1,0,-,10,8,6,24,1,8,0,9,0,2,15,17,8,2,11,21,5,1,10,6,0,18,24
2021-06-22,Russia,Italy,3,2,25,16,25,19,15,21,25,17,25,12,19,14,3,2,-,14,2,6,22,3,3,7,13,2,4,18,24,3,2,9,14,9,2,11,6,0,16,22
2021-06-22,Russia,Italy,3,2,25,16,25,19,15,21,25,17,25,12,12,9,2,1,-,9,6,7,22,2,7,2,11,1,2,17,20,3,2,17,22,5,2,7,3,0,19,22
2021-06-22,Russia,Italy,3,2,25,16,25,19,15,21,25,17,25,12,12,10,1,1,-,10,0,5,15,1,2,1,4,1,2,12,15,1,1,8,10,5,3,8,3,0,11,14
2021-06-23,Australia,Netherlands,0,3,23,19,19,-,-,25,25,25,-,-,14,12,2,0,-,12,5,5,22,2,4,3,9,0,4,20,24,7,2,7,16,8,3,11,4,0,16,20
2021-06-23,Australia,Netherlands,0,3,23,19,19,-,-,25,25,25,-,-,13,12,1,0,-,12,6,9,27,1,6,0,7,0,1,18,19,9,3,10,22,7,4,11,6,0,18,24
2021-06-23,Australia,Netherlands,0,3,23,19,19,-,-,25,25,25,-,-,13,9,3,1,-,9,3,6,18,3,4,1,8,1,5,14,20,8,3,8,19,4,6,10,3,0,16,19
2021-06-23,Netherlands,Australia,3,0,25,25,25,-,-,23,19,19,-,-,16,13,1,2,-,13,3,12,28,1,3,3,7,2,8,14,24,9,0,11,20,6,2,9,7,0,22,29
2021-06-23,Netherlands,Australia,3,0,25,25,25,-,-,23,19,19,-,-,22,15,4,3,-,15,4,3,22,4,3,2,9,3,3,19,25,11,0,7,18,4,4,10,7,0,15,22
2021-06-23,Netherlands,Australia,3,0,25,25,25,-,-,23,19,19,-,-,20,14,3,3,-,14,4,5,23,3,4,0,7,3,5,16,24,8,1,6,15,7,2,10,4,0,18,22
2021-06-23,Canada,Serbia,3,2,17,21,25,25,17,25,25,17,20,15,11,7,4,0,-,7,3,14,24,4,6,6,16,0,4,13,17,3,2,15,20,7,3,13,5,0,19,24
2021-06-23,Canada,Serbia,3,2,17,21,25,25,17,25,25,17,20,15,10,8,2,0,-,8,3,11,22,2,7,3,12,0,5,17,22,7,3,5,15,6,4,11,1,1,18,20
2021-06-23,Canada,Serbia,3,2,17,21,25,25,17,25,25,17,20,15,19,15,4,0,-,15,3,10,28,4,4,12,20,0,2,22,24,5,1,9,15,17,2,20,6,0,21,27
2021-06-23,Canada,Serbia,3,2,17,21,25,25,17,25,25,17,20,15,14,8,5,1,-,8,4,17,29,5,8,3,16,1,2,22,25,3,1,9,13,16,2,19,5,0,24,29
2021-06-23,Canada,Serbia,3,2,17,21,25,25,17,25,25,17,20,15,13,9,4,0,-,9,4,10,23,4,4,2,10,0,1,15,16,7,1,5,13,11,2,13,4,0,20,24
2021-06-23,Serbia,Canada,2,3,25,25,17,20,15,17,21,25,25,17,19,16,1,2,-,16,4,8,28,1,1,7,9,2,5,18,25,8,0,5,13,16,2,19,9,1,18,28
2021-06-23,Serbia,Canada,2,3,25,25,17,20,15,17,21,25,25,17,18,13,2,3,-,13,3,8,24,2,5,7,14,3,9,12,24,4,0,13,17,11,1,12,6,1,18,25
2021-06-23,Serbia,Canada,2,3,25,25,17,20,15,17,21,25,25,17,13,11,1,1,-,11,7,20,38,1,3,5,9,1,3,14,18,6,0,16,22,17,4,22,5,0,36,41
2021-06-23,Serbia,Canada,2,3,25,25,17,20,15,17,21,25,25,17,16,13,2,1,-,13,9,8,30,2,3,12,17,1,7,12,20,9,1,13,23,8,0,10,5,0,25,30
2021-06-23,Serbia,Canada,2,3,25,25,17,20,15,17,21,25,25,17,13,9,3,1,-,9,5,7,21,3,4,4,11,1,3,12,16,3,0,12,15,7,2,11,4,0,17,21
2021-06-23,Japan,United States,0,3,21,23,20,-,-,25,25,25,-,-,13,12,0,1,-,12,6,10,28,0,1,0,1,1,6,15,22,8,0,10,18,8,6,15,3,0,24,27
2021-06-23,Japan,United States,0,3,21,23,20,-,-,25,25,25,-,-,13,10,2,1,-,10,3,14,27,2,3,3,8,1,4,18,23,9,1,7,17,4,6,10,7,0,19,26
2021-06-23,Japan,United States,0,3,21,23,20,-,-,25,25,25,-,-,14,13,1,0,-,13,3,17,33,1,3,0,4,0,3,18,21,7,1,12,20,11,5,16,2,0,29,31
2021-06-23,United States,Japan,3,0,25,25,25,-,-,21,23,20,-,-,17,13,4,0,-,13,2,9,24,4,4,0,8,0,6,18,24,7,1,8,16,9,4,13,7,0,16,23
2021-06-23,United States,Japan,3,0,25,25,25,-,-,21,23,20,-,-,21,17,3,1,-,17,2,8,27,3,7,3,13,1,8,16,25,6,1,12,19,5,4,10,8,0,17,25
2021-06-23,United States,Japan,3,0,25,25,25,-,-,21,23,20,-,-,22,18,3,1,-,18,3,7,28,3,2,1,6,1,4,19,24,11,0,7,18,9,6,17,7,0,18,25
2021-06-23,France,Poland,3,2,25,21,22,25,15,22,25,25,20,11,15,12,2,1,-,12,4,10,26,2,6,4,12,1,4,19,24,7,0,8,15,10,3,15,1,0,24,25
2021-06-23,France,Poland,3,2,25,21,22,25,15,22,25,25,20,11,15,11,1,3,-,11,7,10,28,1,2,6,9,3,6,13,22,7,1,12,20,10,2,13,4,1,22,27
2021-06-23,France,Poland,3,2,25,21,22,25,15,22,25,25,20,11,15,13,2,0,-,13,6,7,26,2,7,5,14,0,5,17,22,11,1,7,19,9,2,12,6,0,19,25
2021-06-23,France,Poland,3,2,25,21,22,25,15,22,25,25,20,11,17,14,3,0,-,14,3,8,25,3,4,5,12,0,4,21,25,5,1,8,14,9,2,11,7,0,17,24
2021-06-23,France,Poland,3,2,25,21,22,25,15,22,25,25,20,11,11,7,3,1,-,7,4,6,17,3,2,4,9,1,1,12,14,4,0,7,11,6,1,7,3,0,15,18
2021-06-23,Poland,France,2,3,22,25,25,20,11,25,21,22,25,15,16,13,3,0,-,13,4,9,26,3,7,3,13,0,8,15,23,9,1,10,20,11,1,14,7,0,22,29
2021-06-23,Poland,France,2,3,22,25,25,20,11,25,21,22,25,15,16,10,5,1,-,10,3,9,22,5,2,7,14,1,4,19,24,8,3,5,16,8,3,12,7,0,16,23
2021-06-23,Poland,France,2,3,22,25,25,20,11,25,21,22,25,15,19,13,5,1,-,13,3,7,23,5,5,5,15,1,6,18,25,6,0,11,17,7,5,12,3,0,20,23
2021-06-23,Poland,France,2,3,22,25,25,20,11,25,21,22,25,15,13,11,1,1,-,11,5,8,24,1,6,5,12,1,6,13,20,7,0,14,21,7,1,9,6,0,19,25
2021-06-23,Poland,France,2,3,22,25,25,20,11,25,21,22,25,15,6,5,1,0,-,5,4,5,14,1,3,2,6,0,1,11,12,6,1,6,13,3,2,7,6,1,9,16
2021-06-23,Argentina,Iran,3,1,33,25,30,25,-,31,23,32,18,-,23,19,4,0,-,19,5,10,34,4,7,1,12,0,7,26,33,8,1,17,26,8,3,13,14,0,18,32
2021-06-23,Argentina,Iran,3,1,33,25,30,25,-,31,23,32,18,-,14,12,1,1,-,12,2,6,20,1,8,1,10,1,3,20,24,5,2,11,18,6,2,8,5,0,16,21
2021-06-23,Argentina,Iran,3,1,33,25,30,25,-,31,23,32,18,-,22,19,2,1,-,19,4,12,35,2,5,3,10,1,9,21,31,5,1,20,26,12,4,18,12,1,24,37
2021-06-23,Argentina,Iran,3,1,33,25,30,25,-,31,23,32,18,-,21,15,5,1,-,15,4,4,23,5,4,6,15,1,4,19,24,3,1,12,16,9,2,13,11,0,12,23
2021-06-23,Iran,Argentina,1,3,31,23,32,18,-,33,25,30,25,-,22,17,4,1,-,17,8,5,30,4,4,5,13,1,5,25,31,10,0,16,26,4,8,16,11,1,18,30
2021-06-23,Iran,Argentina,1,3,31,23,32,18,-,33,25,30,25,-,19,16,1,2,-,16,3,2,21,1,6,4,11,2,6,16,24,5,1,15,21,2,4,9,7,2,15,24
2021-06-23,Iran,Argentina,1,3,31,23,32,18,-,33,25,30,25,-,21,17,3,1,-,17,4,11,32,3,8,5,16,1,5,25,31,7,1,14,22,12,5,19,8,1,23,32
2021-06-23,Iran,Argentina,1,3,31,23,32,18,-,33,25,30,25,-,11,9,1,1,-,9,6,13,28,1,7,1,9,1,3,15,19,5,1,14,20,9,2,11,6,0,21,27
2021-06-23,Bulgaria,Slovenia,0,3,23,16,18,-,-,25,25,25,-,-,16,12,4,0,-,12,3,9,24,4,7,4,15,0,7,16,23,6,1,13,20,5,3,10,7,2,16,25
2021-06-23,Bulgaria,Slovenia,0,3,23,16,18,-,-,25,25,25,-,-,13,10,2,1,-,10,7,6,23,2,6,1,9,1,5,11,17,5,1,16,22,3,0,6,10,0,13,23
2021-06-23,Bulgaria,Slovenia,0,3,23,16,18,-,-,25,25,25,-,-,15,12,2,1,-,12,6,9,27,2,7,2,11,1,5,12,18,7,1,15,23,3,2,7,10,0,13,23
2021-06-23,Slovenia,Bulgaria,3,0,25,25,25,-,-,23,16,18,-,-,14,12,1,1,-,12,6,8,26,1,4,5,10,1,5,19,25,4,0,12,16,11,6,17,5,0,21,26
2021-06-23,Slovenia,Bulgaria,3,0,25,25,25,-,-,23,16,18,-,-,13,11,1,1,-,11,3,5,19,1,6,3,10,1,2,21,24,6,1,5,12,8,3,11,8,0,10,18
2021-06-23,Slovenia,Bulgaria,3,0,25,25,25,-,-,23,16,18,-,-,17,13,3,1,-,13,3,4,20,3,5,5,13,1,2,22,25,2,1,10,13,10,2,15,5,0,17,22
2021-06-23,Germany,Italy,2,3,12,26,22,25,13,25,24,25,21,15,9,9,0,0,-,9,7,10,26,0,3,1,4,0,6,6,12,6,1,16,23,6,5,12,9,0,18,27
2021-06-23,Germany,Italy,2,3,12,26,22,25,13,25,24,25,21,15,17,13,1,3,-,13,2,16,31,1,9,3,13,3,4,19,26,7,0,10,17,15,4,23,7,0,24,31
2021-06-23,Germany,Italy,2,3,12,26,22,25,13,25,24,25,21,15,16,13,2,1,-,13,6,9,28,2,8,3,13,1,4,17,22,7,2,12,21,10,2,13,9,1,18,28
2021-06-23,Germany,Italy,2,3,12,26,22,25,13,25,24,25,21,15,14,8,5,1,-,8,5,12,25,5,3,5,13,1,4,20,25,3,2,9,14,14,2,18,2,0,23,25
2021-06-23,Germany,Italy,2,3,12,26,22,25,13,25,24,25,21,15,10,9,1,0,-,9,5,7,21,1,0,2,3,0,3,11,14,4,0,8,12,8,2,10,6,0,14,20
2021-06-23,Italy,Germany,3,2,25,24,25,21,15,12,26,22,25,13,15,11,3,1,-,11,0,5,16,3,3,6,12,1,2,22,25,1,0,5,6,11,4,16,4,1,9,14
2021-06-23,Italy,Germany,3,2,25,24,25,21,15,12,26,22,25,13,19,18,1,0,-,18,2,17,37,1,5,6,12,0,7,17,24,3,3,16,22,18,0,19,8,1,28,37
2021-06-23,Italy,Germany,3,2,25,24,25,21,15,12,26,22,25,13,17,12,3,2,-,12,4,11,27,3,4,4,11,2,4,19,25,3,1,14,18,12,5,17,6,0,22,28
2021-06-23,Italy,Germany,3,2,25,24,25,21,15,12,26,22,25,13,16,10,4,2,-,10,9,12,31,4,3,6,13,2,7,12,21,5,1,15,21,11,2,14,8,0,21,29
2021-06-23,Italy,Germany,3,2,25,24,25,21,15,12,26,22,25,13,11,7,4,0,-,7,2,5,14,4,7,3,14,0,2,12,14,5,0,6,11,4,1,7,4,0,11,15
2021-06-23,Brazil,Russia,0,3,21,26,20,-,-,25,28,25,-,-,15,11,2,2,-,11,7,3,21,2,6,2,10,2,2,18,22,5,1,13,19,4,6,11,7,0,14,21
2021-06-23,Brazil,Russia,0,3,21,26,20,-,-,25,28,25,-,-,18,16,1,1,-,16,6,9,31,1,7,7,15,1,4,21,26,4,4,15,23,13,2,18,6,0,25,31
2021-06-23,Brazil,Russia,0,3,21,26,20,-,-,25,28,25,-,-,11,9,1,1,-,9,5,6,20,1,3,4,8,1,5,15,21,2,2,15,19,6,2,9,5,0,16,21
2021-06-23,Russia,Brazil,3,0,25,28,25,-,-,21,26,20,-,-,17,14,2,1,-,14,3,4,21,2,1,0,3,1,5,18,24,2,2,16,20,3,4,8,7,0,14,21
2021-06-23,Russia,Brazil,3,0,25,28,25,-,-,21,26,20,-,-,20,13,3,4,-,13,3,17,33,3,10,6,19,4,5,19,28,4,1,17,22,12,1,13,8,1,22,31
2021-06-23,Russia,Brazil,3,0,25,28,25,-,-,21,26,20,-,-,19,13,4,2,-,13,3,5,21,4,3,2,9,2,5,17,24,5,1,10,16,4,5,12,6,1,13,20
2021-06-26,Brazil,France,3,0,25,25,25,-,-,20,18,19,-,-,18,14,3,1,-,14,2,8,24,3,5,6,14,1,5,18,24,6,0,11,17,9,4,13,7,1,18,26
2021-06-26,Brazil,France,3,0,25,25,25,-,-,20,18,19,-,-,23,18,4,1,-,18,1,9,28,4,8,5,17,1,3,21,25,4,1,13,18,9,2,11,4,0,22,26
2021-06-26,Brazil,France,3,0,25,25,25,-,-,20,18,19,-,-,16,13,2,1,-,13,6,4,23,2,1,11,14,1,4,19,24,2,1,11,14,10,1,12,7,0,16,23
2021-06-26,France,Brazil,0,3,20,18,19,-,-,25,25,25,-,-,13,12,1,0,-,12,6,9,27,1,3,3,7,0,4,17,21,7,1,11,19,9,0,10,7,0,19,26
2021-06-26,France,Brazil,0,3,20,18,19,-,-,25,25,25,-,-,13,11,1,1,-,11,5,10,26,1,6,2,9,1,0,17,18,5,1,16,22,8,7,17,2,0,24,26
2021-06-26,France,Brazil,0,3,20,18,19,-,-,25,25,25,-,-,10,8,1,1,-,8,5,13,26,1,6,2,9,1,6,13,20,7,1,12,20,9,4,14,7,0,18,25
2021-06-26,Poland,Slovenia,3,0,25,25,25,-,-,22,21,23,-,-,18,12,5,1,-,12,4,12,28,5,5,7,17,1,3,21,25,7,2,9,18,11,2,17,5,0,22,27
2021-06-26,Poland,Slovenia,3,0,25,25,25,-,-,22,21,23,-,-,21,14,4,3,-,14,4,5,23,4,7,4,15,3,2,19,24,4,2,12,18,7,4,11,4,0,19,23
2021-06-26,Poland,Slovenia,3,0,25,25,25,-,-,22,21,23,-,-,18,11,5,2,-,11,4,7,22,5,4,2,11,2,6,17,25,6,1,10,17,6,2,9,7,0,15,22
2021-06-26,Slovenia,Poland,0,3,22,21,23,-,-,25,25,25,-,-,17,13,2,2,-,13,8,14,35,2,4,4,10,2,4,16,22,5,1,16,22,14,1,19,6,0,28,34
2021-06-26,Slovenia,Poland,0,3,22,21,23,-,-,25,25,25,-,-,16,13,1,2,-,13,4,6,23,1,2,3,6,2,4,16,22,4,3,15,22,5,5,11,5,0,18,23
2021-06-26,Slovenia,Poland,0,3,22,21,23,-,-,25,25,25,-,-,16,12,3,1,-,12,6,7,25,3,6,4,13,1,6,16,23,7,2,10,19,8,2,11,8,0,18,26
2021-06-27,France,Slovenia,3,0,25,25,25,-,-,20,18,19,-,-,20,14,4,2,-,14,2,7,23,4,7,3,14,2,3,19,24,8,2,8,18,7,2,11,6,0,16,22
2021-06-27,France,Slovenia,3,0,25,25,25,-,-,20,18,19,-,-,19,13,4,2,-,13,3,6,22,4,5,4,13,2,4,19,25,3,0,11,14,9,3,12,2,0,18,20
2021-06-27,France,Slovenia,3,0,25,25,25,-,-,20,18,19,-,-,21,17,3,1,-,17,5,8,30,3,4,8,15,1,5,18,24,6,1,9,16,14,1,15,7,0,22,29
2021-06-27,Slovenia,France,0,3,20,18,19,-,-,25,25,25,-,-,16,13,1,2,-,13,6,9,28,1,5,5,11,2,3,16,21,7,2,12,21,12,2,15,8,0,22,30
2021-06-27,Slovenia,France,0,3,20,18,19,-,-,25,25,25,-,-,11,10,1,0,-,10,6,10,26,1,9,1,11,0,4,14,18,6,2,13,21,8,1,10,5,0,22,27
2021-06-27,Slovenia,France,0,3,20,18,19,-,-,25,25,25,-,-,13,8,4,1,-,8,3,12,23,4,10,6,20,1,4,15,20,3,1,15,19,6,0,7,4,0,18,22
2021-06-27,Brazil,Poland,3,1,22,25,25,25,-,25,23,16,14,-,17,16,1,0,-,16,4,13,33,1,6,4,11,0,2,21,23,5,1,15,21,13,7,21,6,0,27,33
2021-06-27,Brazil,Poland,3,1,22,25,25,25,-,25,23,16,14,-,18,14,2,2,-,14,6,10,30,2,3,4,9,2,6,16,24,6,0,14,20,10,4,14,8,0,23,31
2021-06-27,Brazil,Poland,3,1,22,25,25,25,-,25,23,16,14,-,17,12,3,2,-,12,2,7,21,3,1,7,11,2,4,19,25,5,1,6,12,10,2,13,4,0,17,21
2021-06-27,Brazil,Poland,3,1,22,25,25,25,-,25,23,16,14,-,17,12,3,2,-,12,1,5,18,3,3,2,8,2,5,17,24,1,1,7,9,10,2,14,4,0,14,18
2021-06-27,Poland,Brazil,1,3,25,23,16,14,-,22,25,25,25,-,21,18,2,1,-,18,2,9,29,2,7,4,13,1,3,20,24,4,0,17,21,9,5,17,5,1,24,30
2021-06-27,Poland,Brazil,1,3,25,23,16,14,-,22,25,25,25,-,14,10,4,0,-,10,5,10,25,4,3,5,12,0,4,20,24,6,2,10,18,10,3,14,5,0,19,24
2021-06-27,Poland,Brazil,1,3,25,23,16,14,-,22,25,25,25,-,10,9,0,1,-,9,6,10,25,0,5,3,8,1,4,11,16,4,2,15,21,6,2,10,4,0,21,25
2021-06-27,Poland,Brazil,1,3,25,23,16,14,-,22,25,25,25,-,9,7,1,1,-,7,5,10,22,1,4,2,7,1,6,8,15,7,2,10,19,6,3,9,10,0,13,23
